Ma_SV,Ma_Hoc_Phan,Ten_Mon,So_Tin_Chi,Diem_So,Ky_Hoc,XepLoai,KetQua
A50128,CS100,Tin học đại cương,2,5.6,1,C,Đạt
A50128,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.7,1,B,Đạt
A50128,SH131,Pháp luật đại cương,2,9.8,1,A,Đạt
A50128,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50128,GE111,Tiếng Anh sơ cấp 1,2,5.7,1,C,Đạt
A50128,CS121,Lập trình cơ sở 1,3,6.8,2,C,Đạt
A50128,MA120,Đại số tuyến tính,3,3.9,2,F,Học lại
A50128,GE112,Tiếng Anh sơ cấp 2,2,5.2,2,D,Đạt
A50128,ML114,Kinh tế chính trị Mác - Lênin,2,6.6,2,C,Đạt
A50128,CS212,Kiến trúc máy tính,3,6.1,2,C,Đạt
A50128,CS123,Lập trình cơ sở 2,2,5.2,3,D,Đạt
A50128,MA110,Giải tích 1,3,6.4,3,C,Đạt
A50128,MI201,Toán rời rạc,3,6.2,3,C,Đạt
A50128,GE121,Tiếng Anh sơ trung cấp 1,2,6.3,3,C,Đạt
A50128,ML115,Chủ nghĩa xã hội khoa học,2,7.9,3,B,Đạt
A50128,NA151,Khoa học môi trường,2,5.3,3,D,Đạt
A50128,CS122,Lập trình hướng đối tượng,3,4.4,4,D,Đạt
A50128,ML202,Tư tưởng Hồ Chí Minh,2,5.5,4,C,Đạt
A50128,GE222,Tiếng Anh sơ trung cấp 2,2,3.5,4,F,Học lại
A50128,MA239,Xác suất thống kê,3,6.3,4,C,Đạt
A50128,IS224,Lập trình khoa học dữ liệu,3,5.3,4,D,Đạt
A50128,AI130,Trí tuệ nhân tạo,3,7.5,4,B,Đạt
A50129,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.0,1,B,Đạt
A50129,SH131,Pháp luật đại cương,2,9.2,1,A,Đạt
A50129,ML113,Triết học Mác - Lênin,3,9.2,1,A,Đạt
A50129,GE111,Tiếng Anh sơ cấp 1,2,3.7,1,F,Học lại
A50129,CS121,Lập trình cơ sở 1,3,8.3,2,B,Đạt
A50129,GE112,Tiếng Anh sơ cấp 2,2,8.6,2,A,Đạt
A50129,ML114,Kinh tế chính trị Mác - Lênin,2,6.3,2,C,Đạt
A50129,CS212,Kiến trúc máy tính,3,8.3,2,B,Đạt
A50129,CS123,Lập trình cơ sở 2,2,6.0,3,C,Đạt
A50129,MA110,Giải tích 1,3,8.0,3,B,Đạt
A50129,MI201,Toán rời rạc,3,7.6,3,B,Đạt
A50129,GE121,Tiếng Anh sơ trung cấp 1,2,7.6,3,B,Đạt
A50129,ML115,Chủ nghĩa xã hội khoa học,2,4.5,3,D,Đạt
A50129,NA151,Khoa học môi trường,2,8.8,3,A,Đạt
A50129,CS122,Lập trình hướng đối tượng,3,5.6,4,C,Đạt
A50129,ML202,Tư tưởng Hồ Chí Minh,2,5.6,4,C,Đạt
A50129,GE222,Tiếng Anh sơ trung cấp 2,2,7.2,4,B,Đạt
A50129,MA239,Xác suất thống kê,3,5.1,4,D,Đạt
A50129,IS224,Lập trình khoa học dữ liệu,3,3.9,4,F,Học lại
A50129,AI130,Trí tuệ nhân tạo,3,8.7,4,A,Đạt
A50130,CS100,Tin học đại cương,2,8.2,1,B,Đạt
A50130,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,8.7,1,A,Đạt
A50130,SH131,Pháp luật đại cương,2,8.7,1,A,Đạt
A50130,ML113,Triết học Mác - Lênin,3,8.6,1,A,Đạt
A50130,GE111,Tiếng Anh sơ cấp 1,2,8.6,1,A,Đạt
A50130,CS121,Lập trình cơ sở 1,3,9.4,2,A,Đạt
A50130,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50130,GE112,Tiếng Anh sơ cấp 2,2,8.1,2,B,Đạt
A50130,ML114,Kinh tế chính trị Mác - Lênin,2,9.2,2,A,Đạt
A50130,CS212,Kiến trúc máy tính,3,6.2,2,C,Đạt
A50130,CS123,Lập trình cơ sở 2,2,8.6,3,A,Đạt
A50130,MA110,Giải tích 1,3,9.5,3,A,Đạt
A50130,MI201,Toán rời rạc,3,8.9,3,A,Đạt
A50130,GE121,Tiếng Anh sơ trung cấp 1,2,7.7,3,B,Đạt
A50130,ML115,Chủ nghĩa xã hội khoa học,2,6.6,3,C,Đạt
A50130,NA151,Khoa học môi trường,2,9.2,3,A,Đạt
A50130,CS122,Lập trình hướng đối tượng,3,9.4,4,A,Đạt
A50130,ML202,Tư tưởng Hồ Chí Minh,2,5.4,4,D,Đạt
A50130,GE222,Tiếng Anh sơ trung cấp 2,2,10.0,4,A,Đạt
A50130,MA239,Xác suất thống kê,3,9.9,4,A,Đạt
A50130,IS224,Lập trình khoa học dữ liệu,3,7.6,4,B,Đạt
A50130,AI130,Trí tuệ nhân tạo,3,8.1,4,B,Đạt
A50131,CS100,Tin học đại cương,2,7.5,1,B,Đạt
A50131,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.1,1,B,Đạt
A50131,SH131,Pháp luật đại cương,2,9.1,1,A,Đạt
A50131,ML113,Triết học Mác - Lênin,3,4.7,1,D,Đạt
A50131,GE111,Tiếng Anh sơ cấp 1,2,8.0,1,B,Đạt
A50131,CS121,Lập trình cơ sở 1,3,7.3,2,B,Đạt
A50131,MA120,Đại số tuyến tính,3,5.5,2,C,Đạt
A50131,GE112,Tiếng Anh sơ cấp 2,2,6.8,2,C,Đạt
A50131,ML114,Kinh tế chính trị Mác - Lênin,2,6.8,2,C,Đạt
A50131,CS212,Kiến trúc máy tính,3,7.6,2,B,Đạt
A50131,CS123,Lập trình cơ sở 2,2,5.2,3,D,Đạt
A50131,MA110,Giải tích 1,3,5.7,3,C,Đạt
A50131,MI201,Toán rời rạc,3,3.9,3,F,Học lại
A50131,ML115,Chủ nghĩa xã hội khoa học,2,8.3,3,B,Đạt
A50131,NA151,Khoa học môi trường,2,5.5,3,C,Đạt
A50131,CS122,Lập trình hướng đối tượng,3,6.8,4,C,Đạt
A50131,ML202,Tư tưởng Hồ Chí Minh,2,4.8,4,D,Đạt
A50131,GE222,Tiếng Anh sơ trung cấp 2,2,5.1,4,D,Đạt
A50131,MA239,Xác suất thống kê,3,5.9,4,C,Đạt
A50131,IS224,Lập trình khoa học dữ liệu,3,8.5,4,A,Đạt
A50131,AI130,Trí tuệ nhân tạo,3,6.4,4,C,Đạt
A50132,CS100,Tin học đại cương,2,8.0,1,B,Đạt
A50132,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.3,1,D,Đạt
A50132,SH131,Pháp luật đại cương,2,6.5,1,C,Đạt
A50132,ML113,Triết học Mác - Lênin,3,5.5,1,C,Đạt
A50132,GE111,Tiếng Anh sơ cấp 1,2,6.6,1,C,Đạt
A50132,CS121,Lập trình cơ sở 1,3,6.3,2,C,Đạt
A50132,MA120,Đại số tuyến tính,3,6.6,2,C,Đạt
A50132,GE112,Tiếng Anh sơ cấp 2,2,3.8,2,F,Học lại
A50132,ML114,Kinh tế chính trị Mác - Lênin,2,5.2,2,D,Đạt
A50132,CS212,Kiến trúc máy tính,3,4.4,2,D,Đạt
A50132,CS123,Lập trình cơ sở 2,2,6.1,3,C,Đạt
A50132,MA110,Giải tích 1,3,3.3,3,F,Học lại
A50132,MI201,Toán rời rạc,3,7.4,3,B,Đạt
A50132,GE121,Tiếng Anh sơ trung cấp 1,2,6.0,3,C,Đạt
A50132,NA151,Khoa học môi trường,2,6.5,3,C,Đạt
A50132,CS122,Lập trình hướng đối tượng,3,5.2,4,D,Đạt
A50132,ML202,Tư tưởng Hồ Chí Minh,2,5.0,4,D,Đạt
A50132,GE222,Tiếng Anh sơ trung cấp 2,2,4.5,4,D,Đạt
A50132,MA239,Xác suất thống kê,3,4.9,4,D,Đạt
A50132,IS224,Lập trình khoa học dữ liệu,3,5.4,4,D,Đạt
A50132,AI130,Trí tuệ nhân tạo,3,6.1,4,C,Đạt
A50133,CS100,Tin học đại cương,2,9.7,1,A,Đạt
A50133,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,9.6,1,A,Đạt
A50133,SH131,Pháp luật đại cương,2,6.4,1,C,Đạt
A50133,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50133,GE111,Tiếng Anh sơ cấp 1,2,8.5,1,A,Đạt
A50133,CS121,Lập trình cơ sở 1,3,9.0,2,A,Đạt
A50133,MA120,Đại số tuyến tính,3,7.2,2,B,Đạt
A50133,GE112,Tiếng Anh sơ cấp 2,2,3.8,2,F,Học lại
A50133,ML114,Kinh tế chính trị Mác - Lênin,2,9.2,2,A,Đạt
A50133,CS212,Kiến trúc máy tính,3,4.9,2,D,Đạt
A50133,CS123,Lập trình cơ sở 2,2,7.3,3,B,Đạt
A50133,MA110,Giải tích 1,3,7.6,3,B,Đạt
A50133,MI201,Toán rời rạc,3,3.3,3,F,Học lại
A50133,GE121,Tiếng Anh sơ trung cấp 1,2,7.6,3,B,Đạt
A50133,ML115,Chủ nghĩa xã hội khoa học,2,9.0,3,A,Đạt
A50133,NA151,Khoa học môi trường,2,8.6,3,A,Đạt
A50133,CS122,Lập trình hướng đối tượng,3,6.7,4,C,Đạt
A50133,ML202,Tư tưởng Hồ Chí Minh,2,8.6,4,A,Đạt
A50133,GE222,Tiếng Anh sơ trung cấp 2,2,7.2,4,B,Đạt
A50133,MA239,Xác suất thống kê,3,6.8,4,C,Đạt
A50133,IS224,Lập trình khoa học dữ liệu,3,6.5,4,C,Đạt
A50133,AI130,Trí tuệ nhân tạo,3,6.7,4,C,Đạt
A50134,CS100,Tin học đại cương,2,6.5,1,C,Đạt
A50134,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.4,1,B,Đạt
A50134,SH131,Pháp luật đại cương,2,3.6,1,F,Học lại
A50134,ML113,Triết học Mác - Lênin,3,6.2,1,C,Đạt
A50134,GE111,Tiếng Anh sơ cấp 1,2,8.9,1,A,Đạt
A50134,CS121,Lập trình cơ sở 1,3,6.7,2,C,Đạt
A50134,MA120,Đại số tuyến tính,3,5.6,2,C,Đạt
A50134,GE112,Tiếng Anh sơ cấp 2,2,4.2,2,D,Đạt
A50134,ML114,Kinh tế chính trị Mác - Lênin,2,6.5,2,C,Đạt
A50134,CS212,Kiến trúc máy tính,3,6.5,2,C,Đạt
A50134,CS123,Lập trình cơ sở 2,2,5.9,3,C,Đạt
A50134,MI201,Toán rời rạc,3,6.6,3,C,Đạt
A50134,ML115,Chủ nghĩa xã hội khoa học,2,6.3,3,C,Đạt
A50134,NA151,Khoa học môi trường,2,6.9,3,C,Đạt
A50134,CS122,Lập trình hướng đối tượng,3,6.1,4,C,Đạt
A50134,ML202,Tư tưởng Hồ Chí Minh,2,6.6,4,C,Đạt
A50134,GE222,Tiếng Anh sơ trung cấp 2,2,6.1,4,C,Đạt
A50134,MA239,Xác suất thống kê,3,4.5,4,D,Đạt
A50134,IS224,Lập trình khoa học dữ liệu,3,3.5,4,F,Học lại
A50134,AI130,Trí tuệ nhân tạo,3,6.4,4,C,Đạt
A50135,CS100,Tin học đại cương,2,5.6,1,C,Đạt
A50135,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.6,1,D,Đạt
A50135,SH131,Pháp luật đại cương,2,5.3,1,D,Đạt
A50135,ML113,Triết học Mác - Lênin,3,4.9,1,D,Đạt
A50135,GE111,Tiếng Anh sơ cấp 1,2,4.6,1,D,Đạt
A50135,CS121,Lập trình cơ sở 1,3,5.9,2,C,Đạt
A50135,MA120,Đại số tuyến tính,3,6.0,2,C,Đạt
A50135,GE112,Tiếng Anh sơ cấp 2,2,6.3,2,C,Đạt
A50135,ML114,Kinh tế chính trị Mác - Lênin,2,4.1,2,D,Đạt
A50135,CS212,Kiến trúc máy tính,3,5.6,2,C,Đạt
A50135,CS123,Lập trình cơ sở 2,2,5.7,3,C,Đạt
A50135,MA110,Giải tích 1,3,6.8,3,C,Đạt
A50135,MI201,Toán rời rạc,3,5.4,3,D,Đạt
A50135,GE121,Tiếng Anh sơ trung cấp 1,2,6.1,3,C,Đạt
A50135,ML115,Chủ nghĩa xã hội khoa học,2,4.7,3,D,Đạt
A50135,NA151,Khoa học môi trường,2,4.8,3,D,Đạt
A50135,CS122,Lập trình hướng đối tượng,3,5.7,4,C,Đạt
A50135,ML202,Tư tưởng Hồ Chí Minh,2,5.5,4,C,Đạt
A50135,GE222,Tiếng Anh sơ trung cấp 2,2,2.4,4,F,Học lại
A50135,MA239,Xác suất thống kê,3,4.0,4,D,Đạt
A50135,IS224,Lập trình khoa học dữ liệu,3,6.3,4,C,Đạt
A50135,AI130,Trí tuệ nhân tạo,3,4.1,4,D,Đạt
A50136,CS100,Tin học đại cương,2,6.3,1,C,Đạt
A50136,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.9,1,C,Đạt
A50136,SH131,Pháp luật đại cương,2,5.3,1,D,Đạt
A50136,ML113,Triết học Mác - Lênin,3,7.4,1,B,Đạt
A50136,GE111,Tiếng Anh sơ cấp 1,2,8.9,1,A,Đạt
A50136,CS121,Lập trình cơ sở 1,3,8.2,2,B,Đạt
A50136,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50136,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50136,ML114,Kinh tế chính trị Mác - Lênin,2,5.8,2,C,Đạt
A50136,CS212,Kiến trúc máy tính,3,8.3,2,B,Đạt
A50136,CS123,Lập trình cơ sở 2,2,7.1,3,B,Đạt
A50136,MA110,Giải tích 1,3,10.0,3,A,Đạt
A50136,MI201,Toán rời rạc,3,10.0,3,A,Đạt
A50136,GE121,Tiếng Anh sơ trung cấp 1,2,7.2,3,B,Đạt
A50136,ML115,Chủ nghĩa xã hội khoa học,2,6.8,3,C,Đạt
A50136,NA151,Khoa học môi trường,2,10.0,3,A,Đạt
A50136,CS122,Lập trình hướng đối tượng,3,10.0,4,A,Đạt
A50136,ML202,Tư tưởng Hồ Chí Minh,2,8.1,4,B,Đạt
A50136,GE222,Tiếng Anh sơ trung cấp 2,2,8.3,4,B,Đạt
A50136,MA239,Xác suất thống kê,3,8.3,4,B,Đạt
A50136,IS224,Lập trình khoa học dữ liệu,3,7.9,4,B,Đạt
A50136,AI130,Trí tuệ nhân tạo,3,8.6,4,A,Đạt
A50137,CS100,Tin học đại cương,2,7.7,1,B,Đạt
A50137,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.6,1,D,Đạt
A50137,SH131,Pháp luật đại cương,2,7.2,1,B,Đạt
A50137,GE111,Tiếng Anh sơ cấp 1,2,7.0,1,B,Đạt
A50137,CS121,Lập trình cơ sở 1,3,6.5,2,C,Đạt
A50137,MA120,Đại số tuyến tính,3,4.9,2,D,Đạt
A50137,GE112,Tiếng Anh sơ cấp 2,2,5.5,2,C,Đạt
A50137,ML114,Kinh tế chính trị Mác - Lênin,2,6.9,2,C,Đạt
A50137,CS212,Kiến trúc máy tính,3,5.4,2,D,Đạt
A50137,CS123,Lập trình cơ sở 2,2,7.3,3,B,Đạt
A50137,MA110,Giải tích 1,3,7.5,3,B,Đạt
A50137,MI201,Toán rời rạc,3,9.7,3,A,Đạt
A50137,GE121,Tiếng Anh sơ trung cấp 1,2,9.2,3,A,Đạt
A50137,ML115,Chủ nghĩa xã hội khoa học,2,7.5,3,B,Đạt
A50137,NA151,Khoa học môi trường,2,7.4,3,B,Đạt
A50137,CS122,Lập trình hướng đối tượng,3,5.6,4,C,Đạt
A50137,ML202,Tư tưởng Hồ Chí Minh,2,7.4,4,B,Đạt
A50137,GE222,Tiếng Anh sơ trung cấp 2,2,6.4,4,C,Đạt
A50137,MA239,Xác suất thống kê,3,10.0,4,A,Đạt
A50137,IS224,Lập trình khoa học dữ liệu,3,7.0,4,B,Đạt
A50137,AI130,Trí tuệ nhân tạo,3,7.0,4,B,Đạt
A50138,CS100,Tin học đại cương,2,6.7,1,C,Đạt
A50138,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.3,1,B,Đạt
A50138,SH131,Pháp luật đại cương,2,5.5,1,C,Đạt
A50138,ML113,Triết học Mác - Lênin,3,10.0,1,A,Đạt
A50138,GE111,Tiếng Anh sơ cấp 1,2,7.3,1,B,Đạt
A50138,CS121,Lập trình cơ sở 1,3,9.5,2,A,Đạt
A50138,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50138,GE112,Tiếng Anh sơ cấp 2,2,7.5,2,B,Đạt
A50138,ML114,Kinh tế chính trị Mác - Lênin,2,9.0,2,A,Đạt
A50138,CS212,Kiến trúc máy tính,3,6.2,2,C,Đạt
A50138,CS123,Lập trình cơ sở 2,2,5.4,3,D,Đạt
A50138,MA110,Giải tích 1,3,6.7,3,C,Đạt
A50138,MI201,Toán rời rạc,3,6.9,3,C,Đạt
A50138,GE121,Tiếng Anh sơ trung cấp 1,2,8.2,3,B,Đạt
A50138,ML115,Chủ nghĩa xã hội khoa học,2,7.9,3,B,Đạt
A50138,NA151,Khoa học môi trường,2,6.8,3,C,Đạt
A50138,CS122,Lập trình hướng đối tượng,3,6.4,4,C,Đạt
A50138,ML202,Tư tưởng Hồ Chí Minh,2,5.8,4,C,Đạt
A50138,IS224,Lập trình khoa học dữ liệu,3,6.5,4,C,Đạt
A50138,AI130,Trí tuệ nhân tạo,3,9.9,4,A,Đạt
A50139,CS100,Tin học đại cương,2,8.2,1,B,Đạt
A50139,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.9,1,C,Đạt
A50139,ML113,Triết học Mác - Lênin,3,9.9,1,A,Đạt
A50139,GE111,Tiếng Anh sơ cấp 1,2,8.7,1,A,Đạt
A50139,CS121,Lập trình cơ sở 1,3,6.7,2,C,Đạt
A50139,MA120,Đại số tuyến tính,3,8.8,2,A,Đạt
A50139,GE112,Tiếng Anh sơ cấp 2,2,7.9,2,B,Đạt
A50139,ML114,Kinh tế chính trị Mác - Lênin,2,10.0,2,A,Đạt
A50139,CS212,Kiến trúc máy tính,3,5.9,2,C,Đạt
A50139,CS123,Lập trình cơ sở 2,2,10.0,3,A,Đạt
A50139,MA110,Giải tích 1,3,4.5,3,D,Đạt
A50139,MI201,Toán rời rạc,3,5.3,3,D,Đạt
A50139,GE121,Tiếng Anh sơ trung cấp 1,2,8.9,3,A,Đạt
A50139,ML115,Chủ nghĩa xã hội khoa học,2,7.8,3,B,Đạt
A50139,NA151,Khoa học môi trường,2,6.2,3,C,Đạt
A50139,CS122,Lập trình hướng đối tượng,3,9.8,4,A,Đạt
A50139,ML202,Tư tưởng Hồ Chí Minh,2,10.0,4,A,Đạt
A50139,GE222,Tiếng Anh sơ trung cấp 2,2,6.0,4,C,Đạt
A50139,MA239,Xác suất thống kê,3,7.3,4,B,Đạt
A50139,IS224,Lập trình khoa học dữ liệu,3,8.0,4,B,Đạt
A50139,AI130,Trí tuệ nhân tạo,3,10.0,4,A,Đạt
A50140,CS100,Tin học đại cương,2,4.8,1,D,Đạt
A50140,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.5,1,C,Đạt
A50140,SH131,Pháp luật đại cương,2,7.0,1,B,Đạt
A50140,ML113,Triết học Mác - Lênin,3,6.1,1,C,Đạt
A50140,GE111,Tiếng Anh sơ cấp 1,2,4.9,1,D,Đạt
A50140,CS121,Lập trình cơ sở 1,3,5.1,2,D,Đạt
A50140,MA120,Đại số tuyến tính,3,7.6,2,B,Đạt
A50140,GE112,Tiếng Anh sơ cấp 2,2,3.2,2,F,Học lại
A50140,ML114,Kinh tế chính trị Mác - Lênin,2,6.6,2,C,Đạt
A50140,CS212,Kiến trúc máy tính,3,6.6,2,C,Đạt
A50140,CS123,Lập trình cơ sở 2,2,6.2,3,C,Đạt
A50140,MA110,Giải tích 1,3,9.7,3,A,Đạt
A50140,MI201,Toán rời rạc,3,5.8,3,C,Đạt
A50140,GE121,Tiếng Anh sơ trung cấp 1,2,6.8,3,C,Đạt
A50140,ML115,Chủ nghĩa xã hội khoa học,2,6.4,3,C,Đạt
A50140,NA151,Khoa học môi trường,2,3.7,3,F,Học lại
A50140,CS122,Lập trình hướng đối tượng,3,5.5,4,C,Đạt
A50140,ML202,Tư tưởng Hồ Chí Minh,2,5.6,4,C,Đạt
A50140,GE222,Tiếng Anh sơ trung cấp 2,2,2.2,4,F,Học lại
A50140,MA239,Xác suất thống kê,3,6.4,4,C,Đạt
A50140,IS224,Lập trình khoa học dữ liệu,3,5.5,4,C,Đạt
A50140,AI130,Trí tuệ nhân tạo,3,6.2,4,C,Đạt
A50141,CS100,Tin học đại cương,2,6.3,1,C,Đạt
A50141,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,4.9,1,D,Đạt
A50141,SH131,Pháp luật đại cương,2,6.7,1,C,Đạt
A50141,ML113,Triết học Mác - Lênin,3,2.8,1,F,Học lại
A50141,GE111,Tiếng Anh sơ cấp 1,2,6.8,1,C,Đạt
A50141,CS121,Lập trình cơ sở 1,3,6.7,2,C,Đạt
A50141,MA120,Đại số tuyến tính,3,4.4,2,D,Đạt
A50141,GE112,Tiếng Anh sơ cấp 2,2,4.1,2,D,Đạt
A50141,ML114,Kinh tế chính trị Mác - Lênin,2,5.0,2,D,Đạt
A50141,CS212,Kiến trúc máy tính,3,7.1,2,B,Đạt
A50141,CS123,Lập trình cơ sở 2,2,5.3,3,D,Đạt
A50141,MA110,Giải tích 1,3,7.5,3,B,Đạt
A50141,MI201,Toán rời rạc,3,2.8,3,F,Học lại
A50141,GE121,Tiếng Anh sơ trung cấp 1,2,5.5,3,C,Đạt
A50141,ML115,Chủ nghĩa xã hội khoa học,2,4.6,3,D,Đạt
A50141,NA151,Khoa học môi trường,2,9.3,3,A,Đạt
A50141,CS122,Lập trình hướng đối tượng,3,2.7,4,F,Học lại
A50141,ML202,Tư tưởng Hồ Chí Minh,2,4.7,4,D,Đạt
A50141,GE222,Tiếng Anh sơ trung cấp 2,2,3.8,4,F,Học lại
A50141,MA239,Xác suất thống kê,3,5.2,4,D,Đạt
A50141,IS224,Lập trình khoa học dữ liệu,3,6.7,4,C,Đạt
A50141,AI130,Trí tuệ nhân tạo,3,6.4,4,C,Đạt
A50142,CS100,Tin học đại cương,2,8.7,1,A,Đạt
A50142,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,6.3,1,C,Đạt
A50142,SH131,Pháp luật đại cương,2,6.1,1,C,Đạt
A50142,ML113,Triết học Mác - Lênin,3,6.3,1,C,Đạt
A50142,GE111,Tiếng Anh sơ cấp 1,2,7.3,1,B,Đạt
A50142,CS121,Lập trình cơ sở 1,3,5.7,2,C,Đạt
A50142,MA120,Đại số tuyến tính,3,7.1,2,B,Đạt
A50142,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50142,ML114,Kinh tế chính trị Mác - Lênin,2,8.0,2,B,Đạt
A50142,CS212,Kiến trúc máy tính,3,4.9,2,D,Đạt
A50142,CS123,Lập trình cơ sở 2,2,6.2,3,C,Đạt
A50142,MA110,Giải tích 1,3,6.9,3,C,Đạt
A50142,MI201,Toán rời rạc,3,6.7,3,C,Đạt
A50142,GE121,Tiếng Anh sơ trung cấp 1,2,8.7,3,A,Đạt
A50142,ML115,Chủ nghĩa xã hội khoa học,2,3.8,3,F,Học lại
A50142,NA151,Khoa học môi trường,2,7.1,3,B,Đạt
A50142,CS122,Lập trình hướng đối tượng,3,7.7,4,B,Đạt
A50142,ML202,Tư tưởng Hồ Chí Minh,2,6.5,4,C,Đạt
A50142,GE222,Tiếng Anh sơ trung cấp 2,2,8.1,4,B,Đạt
A50142,MA239,Xác suất thống kê,3,8.5,4,A,Đạt
A50142,IS224,Lập trình khoa học dữ liệu,3,6.8,4,C,Đạt
A50142,AI130,Trí tuệ nhân tạo,3,8.3,4,B,Đạt
A50143,CS100,Tin học đại cương,2,8.9,1,A,Đạt
A50143,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,7.9,1,B,Đạt
A50143,SH131,Pháp luật đại cương,2,10.0,1,A,Đạt
A50143,ML113,Triết học Mác - Lênin,3,5.8,1,C,Đạt
A50143,GE111,Tiếng Anh sơ cấp 1,2,7.7,1,B,Đạt
A50143,CS121,Lập trình cơ sở 1,3,10.0,2,A,Đạt
A50143,MA120,Đại số tuyến tính,3,10.0,2,A,Đạt
A50143,GE112,Tiếng Anh sơ cấp 2,2,6.5,2,C,Đạt
A50143,ML114,Kinh tế chính trị Mác - Lênin,2,3.5,2,F,Học lại
A50143,CS212,Kiến trúc máy tính,3,7.8,2,B,Đạt
A50143,CS123,Lập trình cơ sở 2,2,8.0,3,B,Đạt
A50143,MA110,Giải tích 1,3,6.0,3,C,Đạt
A50143,MI201,Toán rời rạc,3,8.3,3,B,Đạt
A50143,GE121,Tiếng Anh sơ trung cấp 1,2,10.0,3,A,Đạt
A50143,ML115,Chủ nghĩa xã hội khoa học,2,10.0,3,A,Đạt
A50143,NA151,Khoa học môi trường,2,6.6,3,C,Đạt
A50143,CS122,Lập trình hướng đối tượng,3,8.4,4,B,Đạt
A50143,ML202,Tư tưởng Hồ Chí Minh,2,7.4,4,B,Đạt
A50143,GE222,Tiếng Anh sơ trung cấp 2,2,6.9,4,C,Đạt
A50143,MA239,Xác suất thống kê,3,4.5,4,D,Đạt
A50143,IS224,Lập trình khoa học dữ liệu,3,9.2,4,A,Đạt
A50143,AI130,Trí tuệ nhân tạo,3,9.9,4,A,Đạt
A50144,CS100,Tin học đại cương,2,4.7,1,D,Đạt
A50144,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,5.8,1,C,Đạt
A50144,SH131,Pháp luật đại cương,2,7.1,1,B,Đạt
A50144,ML113,Triết học Mác - Lênin,3,5.8,1,C,Đạt
A50144,GE111,Tiếng Anh sơ cấp 1,2,8.9,1,A,Đạt
A50144,CS121,Lập trình cơ sở 1,3,6.8,2,C,Đạt
A50144,MA120,Đại số tuyến tính,3,5.0,2,D,Đạt
A50144,GE112,Tiếng Anh sơ cấp 2,2,4.2,2,D,Đạt
A50144,ML114,Kinh tế chính trị Mác - Lênin,2,7.6,2,B,Đạt
A50144,CS212,Kiến trúc máy tính,3,6.7,2,C,Đạt
A50144,CS123,Lập trình cơ sở 2,2,7.6,3,B,Đạt
A50144,MA110,Giải tích 1,3,8.1,3,B,Đạt
A50144,MI201,Toán rời rạc,3,9.5,3,A,Đạt
A50144,GE121,Tiếng Anh sơ trung cấp 1,2,5.9,3,C,Đạt
A50144,ML115,Chủ nghĩa xã hội khoa học,2,6.3,3,C,Đạt
A50144,NA151,Khoa học môi trường,2,7.1,3,B,Đạt
A50144,CS122,Lập trình hướng đối tượng,3,7.6,4,B,Đạt
A50144,ML202,Tư tưởng Hồ Chí Minh,2,5.1,4,D,Đạt
A50144,GE222,Tiếng Anh sơ trung cấp 2,2,6.7,4,C,Đạt
A50144,MA239,Xác suất thống kê,3,6.5,4,C,Đạt
A50144,IS224,Lập trình khoa học dữ liệu,3,3.9,4,F,Học lại
A50144,AI130,Trí tuệ nhân tạo,3,9.4,4,A,Đạt
A50145,CS100,Tin học đại cương,2,8.8,1,A,Đạt
A50145,MA101,"Logic, suy luận toán học và kỹ thuật đếm",3,10.0,1,A,Đạt
A50145,SH131,Pháp luật đại cương,2,7.0,1,B,Đạt
A50145,ML113,Triết học Mác - Lênin,3,7.4,1,B,Đạt
A50145,GE111,Tiếng Anh sơ cấp 1,2,8.8,1,A,Đạt
A50145,CS121,Lập trình cơ sở 1,3,6.7,2,C,Đạt
A50145,MA120,Đại số tuyến tính,3,6.7,2,C,Đạt
A50145,GE112,Tiếng Anh sơ cấp 2,2,10.0,2,A,Đạt
A50145,ML114,Kinh tế chính trị Mác - Lênin,2,7.7,2,B,Đạt
